Date,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees,LocationId
 2016-8-28,33,30,27,25,24,20,89,73,46,1012,1010,1007,10,6,4,14,5,NULL,0,5,Thunderstorm,5,43
 2016-8-29,33,30,27,25,24,22,89,69,55,1011,1008,1005,10,9,4,19,10,NULL,0,6,Thunderstorm,122,43
 2016-8-30,31,28,26,25,24,23,89,79,62,1012,1010,1008,10,9,3,19,10,NULL,0,5,Rain-Thunderstorm,190,43
 2016-8-31,34,30,26,25,24,22,94,73,49,1012,1010,1008,10,9,5,26,6,NULL,0,6,Rain-Thunderstorm,211,43
 2016-9-1,32,28,25,25,23,22,94,81,59,1012,1011,1009,10,7,2,26,6,NULL,0,5,Rain-Thunderstorm,266,43
 2016-9-2,34,29,25,24,23,21,94,66,46,1012,1010,1007,10,9,6,14,6,NULL,0,6,NULL,221,43
 2016-9-3,35,31,27,24,23,20,84,63,41,1011,1009,1007,10,10,10,16,5,NULL,0,5,NULL,221,43
 2016-9-4,34,30,27,25,24,22,89,72,52,1012,1010,1008,10,9,5,39,8,55,0,6,Rain-Thunderstorm,199,43
 2016-9-5,34,30,26,25,23,23,89,70,56,1012,1011,1008,10,9,4,14,6,NULL,0,6,Thunderstorm,238,43
 2016-9-6,35,30,26,24,23,20,84,63,46,1012,1010,1008,10,10,8,16,10,NULL,0,6,Rain,210,43
 2016-9-7,30,27,24,25,23,22,94,77,62,1013,1011,1010,10,9,3,26,13,NULL,0,5,Rain-Thunderstorm,213,43
 2016-9-8,33,30,28,24,23,21,79,67,49,1013,1011,1009,10,10,10,23,10,NULL,0,6,NULL,183,43
 2016-9-9,33,29,25,26,24,23,94,80,55,1013,1011,1009,10,8,1,23,8,NULL,0,5,Rain-Thunderstorm,309,43
 2016-9-10,32,28,24,25,23,21,89,75,59,1012,1010,1007,10,10,8,32,8,NULL,0,5,Rain-Thunderstorm,198,43
 2016-9-11,33,29,25,25,23,20,89,70,55,1011,1009,1006,10,10,8,24,10,40,0,5,Rain-Thunderstorm,194,43
 2016-9-12,28,27,25,25,24,23,94,86,79,1011,1010,1008,10,8,3,16,5,NULL,0,5,Rain-Thunderstorm,305,43
 2016-9-13,33,29,25,25,23,22,94,69,52,1011,1009,1007,10,9,5,16,8,NULL,0,6,NULL,164,43
 2016-9-14,30,27,24,25,23,22,94,83,70,1012,1010,1007,10,9,2,21,10,NULL,0,5,Rain-Thunderstorm,220,43
 2016-9-15,34,30,26,25,23,22,94,67,49,1011,1009,1007,10,9,6,14,6,NULL,0,5,NULL,170,43
 2016-9-16,34,28,23,23,22,20,94,69,49,1011,1009,1006,10,9,4,19,13,NULL,0,6,Rain-Thunderstorm,227,43
 2016-9-17,33,29,26,25,23,21,89,67,52,1010,1009,1007,10,10,10,11,6,NULL,0,6,NULL,236,43
 2016-9-18,34,28,23,24,23,22,94,71,49,1010,1008,1006,10,10,8,23,11,NULL,0,6,Rain-Thunderstorm,233,43
 2016-9-19,32,29,26,25,24,23,94,76,59,1010,1008,1006,10,9,6,13,8,NULL,0,6,Rain-Thunderstorm,230,43
 2016-9-20,32,28,25,24,23,21,89,71,52,1011,1008,1005,10,9,4,16,11,NULL,0,5,Rain,243,43
 2016-9-21,34,29,25,25,23,21,89,75,49,1011,1009,1008,10,9,2,21,8,NULL,0,5,Rain-Thunderstorm,297,43
 2016-9-22,33,29,26,24,23,22,89,69,52,1011,1009,1007,10,9,6,14,5,NULL,0,6,NULL,269,43
 2016-9-23,35,31,27,23,22,20,79,62,44,1010,1008,1005,10,10,10,23,8,NULL,0,4,NULL,259,43
 2016-9-24,34,30,26,23,23,22,83,62,49,1010,1007,1004,10,10,10,11,5,NULL,0,6,NULL,242,43
