Date,Year,WW,Month,UV_Index,RegionId
8/15/2016,2016,34,8,6,100
8/15/2016,2016,34,8,8,100
8/15/2016,2016,34,8,8,100
8/15/2016,2016,34,8,6,100
8/15/2016,2016,34,8,4,100
8/15/2016,2016,34,8,2,100
8/15/2016,2016,34,8,0,100
8/15/2016,2016,34,8,0,100
8/15/2016,2016,34,8,0,100
8/14/2016,2016,34,8,2,100
8/14/2016,2016,34,8,4,100
8/14/2016,2016,34,8,4,100
8/14/2016,2016,34,8,7,100
8/14/2016,2016,34,8,7,100
8/14/2016,2016,34,8,3,100
8/14/2016,2016,34,8,2,100
8/14/2016,2016,34,8,1,100
8/14/2016,2016,34,8,0,100
8/14/2016,2016,34,8,0,100
8/14/2016,2016,34,8,0,100
8/27/2016,2016,35,8,2,100
8/27/2016,2016,35,8,2,100
8/27/2016,2016,35,8,3,100
8/27/2016,2016,35,8,3,100
8/27/2016,2016,35,8,3,100
8/27/2016,2016,35,8,1,100
8/27/2016,2016,35,8,2,100
8/27/2016,2016,35,8,1,100
8/27/2016,2016,35,8,0,100
8/27/2016,2016,35,8,0,100
8/27/2016,2016,35,8,0,100
8/26/2016,2016,35,8,1,100
8/26/2016,2016,35,8,2,100
8/26/2016,2016,35,8,4,100
8/26/2016,2016,35,8,4,100
8/26/2016,2016,35,8,3,100
8/26/2016,2016,35,8,3,100
8/26/2016,2016,35,8,2,100
8/26/2016,2016,35,8,1,100
8/26/2016,2016,35,8,0,100
8/26/2016,2016,35,8,0,100
8/26/2016,2016,35,8,0,100
8/25/2016,2016,35,8,2,100
8/25/2016,2016,35,8,4,100
8/25/2016,2016,35,8,4,100
8/25/2016,2016,35,8,6,100
8/25/2016,2016,35,8,9,100
8/25/2016,2016,35,8,7,100
8/25/2016,2016,35,8,5,100
8/25/2016,2016,35,8,3,100
8/25/2016,2016,35,8,1,100
8/25/2016,2016,35,8,0,100
8/25/2016,2016,35,8,0,100
8/24/2016,2016,35,8,3,100
8/24/2016,2016,35,8,5,100
8/24/2016,2016,35,8,6,100
8/24/2016,2016,35,8,6,100
8/24/2016,2016,35,8,4,100
8/24/2016,2016,35,8,3,100
8/24/2016,2016,35,8,1,100
8/24/2016,2016,35,8,1,100
8/24/2016,2016,35,8,0,100
8/24/2016,2016,35,8,0,100
8/24/2016,2016,35,8,0,100
8/23/2016,2016,35,8,2,100
8/23/2016,2016,35,8,2,100
8/23/2016,2016,35,8,6,100
8/23/2016,2016,35,8,8,100
8/23/2016,2016,35,8,8,100
8/23/2016,2016,35,8,5,100
8/23/2016,2016,35,8,3,100
8/23/2016,2016,35,8,1,100
8/23/2016,2016,35,8,0,100
8/23/2016,2016,35,8,0,100
8/23/2016,2016,35,8,0,100
8/22/2016,2016,35,8,1,100
8/22/2016,2016,35,8,1,100
8/22/2016,2016,35,8,6,100
8/22/2016,2016,35,8,6,100
8/22/2016,2016,35,8,3,100
8/22/2016,2016,35,8,2,100
8/22/2016,2016,35,8,3,100
8/22/2016,2016,35,8,1,100
8/22/2016,2016,35,8,1,100
8/22/2016,2016,35,8,0,100
8/22/2016,2016,35,8,0,100
8/21/2016,2016,35,8,2,100
8/21/2016,2016,35,8,4,100
8/21/2016,2016,35,8,4,100
8/21/2016,2016,35,8,1,100
8/21/2016,2016,35,8,2,100
8/21/2016,2016,35,8,3,100
8/21/2016,2016,35,8,2,100
8/21/2016,2016,35,8,1,100
8/21/2016,2016,35,8,0,100
8/21/2016,2016,35,8,0,100
8/21/2016,2016,35,8,0,100
8/30/2016,2016,36,8,1,100
8/30/2016,2016,36,8,1,100
8/30/2016,2016,36,8,1,100
8/30/2016,2016,36,8,4,100
8/30/2016,2016,36,8,3,100
8/30/2016,2016,36,8,3,100
8/30/2016,2016,36,8,1,100
8/30/2016,2016,36,8,1,100
8/30/2016,2016,36,8,0,100
8/30/2016,2016,36,8,0,100
8/30/2016,2016,36,8,0,100
8/29/2016,2016,36,8,3,100
8/29/2016,2016,36,8,4,100
8/29/2016,2016,36,8,4,100
8/29/2016,2016,36,8,4,100
8/29/2016,2016,36,8,6,100
8/29/2016,2016,36,8,6,100
8/29/2016,2016,36,8,5,100
8/29/2016,2016,36,8,2,100
8/29/2016,2016,36,8,1,100
8/29/2016,2016,36,8,0,100
8/29/2016,2016,36,8,0,100
8/28/2016,2016,36,8,1,100
8/28/2016,2016,36,8,2,100
8/28/2016,2016,36,8,2,100
8/28/2016,2016,36,8,4,100
8/28/2016,2016,36,8,5,100
8/28/2016,2016,36,8,3,100
8/28/2016,2016,36,8,2,100
8/28/2016,2016,36,8,1,100
8/28/2016,2016,36,8,0,100
8/28/2016,2016,36,8,0,100
8/28/2016,2016,36,8,0,100
