Year,Month,Rainfall_mm,Highest_30Min_Rainfall_mm,Highest_60Min_Rainfall_mm,Highest_120Min_Rainfall_mm,Mean_Temperature_C,Max_Temperature_C,Min_Temperature_C,Mean_WindSpeed_kmh,Max_WindSpeed_kmh,LocationId
2016,6,9.386666667,2.626666667,4.2,5.213333333,28.725,31.30333333,26.67666667,5.803333333,28.80666667,55
2016,7,9.316129032,5.232258065,6.722580645,7.658064516,28.03809524,31.26129032,26.14516129,5.629032258,31.56129032,55
2016,8,4.703225806,3.470967742,4.064516129,4.509677419,29.25806452,31.5516129,26.91290323,7.090322581,30.20645161,55
2016,1,6.193548387,3.806451613,4.529032258,5.187096774,28.34516129,31.76774194,26.19354839,9.961290323,36.68064516,56
2016,2,5.427586207,2.172413793,2.537931034,2.931034483,28.1137931,31.40344828,26.03103448,12.36551724,36.87586207,56
2016,3,2.75483871,1.658064516,2.090322581,2.264516129,29.05806452,32.70967742,26.84193548,10.96451613,35.48709677,56
2016,4,6.086666667,4.293333333,5.58,6.046666667,29.69666667,32.84333333,27.11333333,8.72,33.46666667,56
2016,5,3.761290323,2.393548387,2.832258065,3.206451613,29.70645161,32.40967742,26.98064516,9.064516129,39.19032258,56
2016,6,8.44,3.44,5.206666667,6.773333333,29.06333333,31.21,26.86333333,8.83,37.18333333,56
2016,7,8.741935484,5.574193548,6.825806452,7.916129032,28.8516129,31.07741935,26.26129032,9.312903226,38.00322581,56
