Date, Time, Index
04/13/2016,17:00:00+08:00,2
04/13/2016,16:00:00+08:00,3
04/13/2016,15:00:00+08:00,4
04/13/2016,14:00:00+08:00,6
04/13/2016,13:00:00+08:00,5
04/13/2016,12:00:00+08:00,5
04/13/2016,11:00:00+08:00,4
04/13/2016,10:00:00+08:00,2
04/13/2016,09:00:00+08:00,1
04/13/2016,08:00:00+08:00,0
04/13/2016,07:00:00+08:00,0
04/12/2016,17:00:00+08:00,-1
04/12/2016,16:00:00+08:00,-1
04/12/2016,15:00:00+08:00,3
04/12/2016,14:00:00+08:00,5
04/12/2016,13:00:00+08:00,6
04/12/2016,12:00:00+08:00,4
04/12/2016,11:00:00+08:00,1
04/12/2016,10:00:00+08:00,0
04/12/2016,09:00:00+08:00,0
04/12/2016,08:00:00+08:00,0
04/12/2016,07:00:00+08:00,0
04/06/2016,14:00:00+08:00,8
04/06/2016,13:00:00+08:00,9
04/06/2016,12:00:00+08:00,6
04/06/2016,11:00:00+08:00,3
04/06/2016,10:00:00+08:00,3
04/06/2016,09:00:00+08:00,1
04/06/2016,08:00:00+08:00,0
04/06/2016,07:00:00+08:00,0
04/05/2016,17:00:00+08:00,1
04/05/2016,16:00:00+08:00,4
04/05/2016,15:00:00+08:00,6
04/05/2016,14:00:00+08:00,5
04/05/2016,13:00:00+08:00,-1
04/05/2016,12:00:00+08:00,-1
04/05/2016,11:00:00+08:00,-1
04/05/2016,10:00:00+08:00,-1
04/05/2016,09:00:00+08:00,-1
04/05/2016,08:00:00+08:00,-1
04/05/2016,07:00:00+08:00,-1
04/04/2016,17:00:00+08:00,2
04/04/2016,16:00:00+08:00,4
04/04/2016,15:00:00+08:00,3
04/04/2016,14:00:00+08:00,3
04/04/2016,13:00:00+08:00,4
04/04/2016,12:00:00+08:00,7
04/04/2016,11:00:00+08:00,6
04/04/2016,10:00:00+08:00,4
04/04/2016,09:00:00+08:00,1
04/04/2016,08:00:00+08:00,0
04/04/2016,07:00:00+08:00,0
04/03/2016,17:00:00+08:00,1
04/03/2016,16:00:00+08:00,0
04/03/2016,15:00:00+08:00,1
04/03/2016,14:00:00+08:00,4
04/03/2016,13:00:00+08:00,5
04/03/2016,12:00:00+08:00,3
04/03/2016,11:00:00+08:00,5
04/03/2016,10:00:00+08:00,3
04/03/2016,09:00:00+08:00,1
04/03/2016,08:00:00+08:00,0
04/03/2016,07:00:00+08:00,0
04/02/2016,17:00:00+08:00,4
04/02/2016,16:00:00+08:00,6
04/02/2016,15:00:00+08:00,8
04/02/2016,14:00:00+08:00,8
04/02/2016,13:00:00+08:00,9
04/02/2016,12:00:00+08:00,-1
04/02/2016,11:00:00+08:00,4
04/02/2016,10:00:00+08:00,3
04/02/2016,09:00:00+08:00,1
04/02/2016,08:00:00+08:00,-1
04/02/2016,07:00:00+08:00,-1
04/01/2016,17:00:00+08:00,4
04/01/2016,16:00:00+08:00,6
04/01/2016,15:00:00+08:00,9
04/01/2016,14:00:00+08:00,9
04/01/2016,13:00:00+08:00,10
04/01/2016,12:00:00+08:00,-1
04/01/2016,11:00:00+08:00,-1
04/01/2016,10:00:00+08:00,2
04/01/2016,09:00:00+08:00,1
04/01/2016,08:00:00+08:00,0
04/01/2016,07:00:00+08:00,0
03/31/2016,17:00:00+08:00,2
03/31/2016,16:00:00+08:00,6
03/31/2016,15:00:00+08:00,9
03/31/2016,14:00:00+08:00,9
03/31/2016,13:00:00+08:00,10
03/31/2016,12:00:00+08:00,7
03/31/2016,11:00:00+08:00,6
03/31/2016,10:00:00+08:00,2
03/31/2016,09:00:00+08:00,1
03/31/2016,08:00:00+08:00,0
03/31/2016,07:00:00+08:00,0
03/30/2016,17:00:00+08:00,3
03/30/2016,16:00:00+08:00,5
03/30/2016,15:00:00+08:00,7
03/30/2016,14:00:00+08:00,9
03/30/2016,13:00:00+08:00,9
03/30/2016,12:00:00+08:00,8
03/30/2016,11:00:00+08:00,4
03/30/2016,10:00:00+08:00,2
03/30/2016,09:00:00+08:00,1
03/30/2016,08:00:00+08:00,0
03/30/2016,07:00:00+08:00,0
03/29/2016,17:00:00+08:00,-1
03/29/2016,16:00:00+08:00,-1
03/29/2016,15:00:00+08:00,-1
03/29/2016,14:00:00+08:00,-1
03/29/2016,13:00:00+08:00,9
03/29/2016,12:00:00+08:00,7
03/29/2016,11:00:00+08:00,5
03/29/2016,10:00:00+08:00,3
03/29/2016,09:00:00+08:00,0
03/29/2016,08:00:00+08:00,0
03/29/2016,07:00:00+08:00,0
03/28/2016,17:00:00+08:00,3
03/28/2016,16:00:00+08:00,4
03/28/2016,15:00:00+08:00,5
03/28/2016,14:00:00+08:00,9
03/28/2016,13:00:00+08:00,8
03/28/2016,12:00:00+08:00,7
03/28/2016,11:00:00+08:00,5
03/28/2016,10:00:00+08:00,2
03/28/2016,09:00:00+08:00,1
03/28/2016,08:00:00+08:00,0
03/28/2016,07:00:00+08:00,0
03/27/2016,17:00:00+08:00,3
03/27/2016,16:00:00+08:00,6
03/27/2016,15:00:00+08:00,8
03/27/2016,14:00:00+08:00,10
03/27/2016,13:00:00+08:00,10
03/27/2016,12:00:00+08:00,8
03/27/2016,11:00:00+08:00,5
03/27/2016,10:00:00+08:00,2
03/27/2016,09:00:00+08:00,0
03/27/2016,08:00:00+08:00,0
03/27/2016,07:00:00+08:00,0
03/26/2016,17:00:00+08:00,3
03/26/2016,16:00:00+08:00,5
03/26/2016,15:00:00+08:00,7
03/26/2016,14:00:00+08:00,7
03/26/2016,13:00:00+08:00,7
03/26/2016,12:00:00+08:00,7
03/26/2016,11:00:00+08:00,5
03/26/2016,10:00:00+08:00,2
03/26/2016,09:00:00+08:00,1
03/26/2016,08:00:00+08:00,0
03/26/2016,07:00:00+08:00,0
03/25/2016,17:00:00+08:00,2
03/25/2016,16:00:00+08:00,3
03/25/2016,15:00:00+08:00,6
03/25/2016,14:00:00+08:00,9
03/25/2016,13:00:00+08:00,8
03/25/2016,12:00:00+08:00,6
03/25/2016,11:00:00+08:00,4
03/25/2016,10:00:00+08:00,2
03/25/2016,09:00:00+08:00,1
03/25/2016,08:00:00+08:00,0
03/25/2016,07:00:00+08:00,0
03/24/2016,17:00:00+08:00,2
03/24/2016,16:00:00+08:00,5
03/24/2016,15:00:00+08:00,6
03/24/2016,14:00:00+08:00,7
03/24/2016,13:00:00+08:00,6
03/24/2016,12:00:00+08:00,6
03/24/2016,11:00:00+08:00,3
03/24/2016,10:00:00+08:00,2
03/24/2016,09:00:00+08:00,1
03/24/2016,08:00:00+08:00,0
03/24/2016,07:00:00+08:00,0
03/23/2016,17:00:00+08:00,1
03/23/2016,16:00:00+08:00,2
03/23/2016,15:00:00+08:00,2
03/23/2016,14:00:00+08:00,5
03/23/2016,13:00:00+08:00,5
03/23/2016,12:00:00+08:00,5
03/23/2016,11:00:00+08:00,4
03/23/2016,10:00:00+08:00,2
03/23/2016,09:00:00+08:00,0
03/23/2016,08:00:00+08:00,0
03/23/2016,07:00:00+08:00,0
03/22/2016,17:00:00+08:00,0
03/22/2016,16:00:00+08:00,3
03/22/2016,15:00:00+08:00,3
03/22/2016,14:00:00+08:00,5
03/22/2016,13:00:00+08:00,4
03/22/2016,12:00:00+08:00,4
03/22/2016,11:00:00+08:00,2
03/22/2016,10:00:00+08:00,1
03/22/2016,09:00:00+08:00,0
03/22/2016,08:00:00+08:00,0
03/22/2016,07:00:00+08:00,0
03/21/2016,17:00:00+08:00,0
03/21/2016,16:00:00+08:00,3
03/21/2016,15:00:00+08:00,6
03/21/2016,14:00:00+08:00,9
03/21/2016,13:00:00+08:00,9
03/21/2016,12:00:00+08:00,8
03/21/2016,11:00:00+08:00,5
03/21/2016,10:00:00+08:00,3
03/21/2016,09:00:00+08:00,1
03/21/2016,08:00:00+08:00,0
03/21/2016,07:00:00+08:00,0
